Service,Subservice,Area Of Service ,Provinsi,Kab/Kota (Edit),Clnt Id,Clnt Name,Appl Id,Request Reference,Status Simf,Channel,Freq,Freq_Pair,Bwidth,Erp Pwr Dbm,Curr Lic Num,Site Id,Stn Name,Stn Addr,Sid Lat,Sid Long,License Date ,Validity Date ,Ap Id,Tcs Id,Efl Id,Stasiun Lawan,Kab/Kota,NAMA UNIT PELAKSANA TEKNIS,Pita,Band,Link ID
Land Mobile (private),Standard,"JALAN PANGULIR KM.5 DESA RANAN KEC ROPANG,SUMBAWA,ROPANG,NUSA TENGGARA BARAT,LEBANGKAR",NUSA TENGGARA BARAT,SUMBAWA,49561,"KALIMANTAN PRIMA PERSADA, PT.",37494082024,3517200,Granted,,168.15,168.15,16,45.9794,02914876-000SU/2620242029,1,BS. KPPSJRP WS,JALAN PANGULIR KM.5 DESA RANAN KEC ROPANG,-8.97055556,117.5380556,9-Sep-24,8-Sep-29,,,,,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,,NUSA TENGGARA BARAT,SUMBAWA,49561,"KALIMANTAN PRIMA PERSADA, PT.",37498082024,3517225,Granted,,168.025,168.025,16,46.9794,02914874-000SU/0620242029,2,MU. 01-46 BERGERAK SEKITAR DESA RANAN KEC ROPANG,JALAN PANGULIR KM. 5 DESA RANAN KEC ROPANG,-8.96527778,117.5408333,9-Sep-24,8-Sep-29,,,,,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JL. LINTAS SUMBAWA TANO, KARANG DIMA, LABUHAN BADAS, KABUPATEN SUMBAWA, NUSA TENGGARA BAR. 84315,SUMBAWA,LABUHAN BADAS,NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,4546,"PERTAMINA, PT. (PERSERO)",31373032024,3179595,Granted,,167.95,167.95,16,45.9794,02844881-000SU/2620242029,1,BASE 01   FT BADAS,"JL. LINTAS SUMBAWA TANO, KARANG DIMA, LABUHAN BADAS, KABUPATEN SUMBAWA, NUSA TENGGARA BAR. 84315",-8.46888889,117.3752778,28-Mar-24,27-Mar-29,,,,,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,,NUSA TENGGARA BARAT,SUMBAWA,49561,"KALIMANTAN PRIMA PERSADA, PT.",37490082024,3517149,Granted,,167.9,167.9,16,46.9794,02914879-000SU/0620242029,2,MU. 01-46 BERGERAK SEKITAR   DESA RANAN KEC ROMPA,JALAN PANGULIR KM.5 DESA RANAN KEC ROPANG,-8.96972222,117.5383333,9-Sep-24,8-Sep-29,,,,,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"KANTOR DINAS DAMKAR KABUPATEN SUMBAWA JALAN CENDRAWASIH NO. 158 SUMBAWA BESAR KEL BRANG BIJI, SUMBAWA, SUMBAWA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,121217,DINAS PEMADAM KEBAKARAN DAN PENYELAMATAN KABUPATEN SUMBAWA,34001032023,1803085,Granted,,165.5,160.475,16,45.9794,02678558-000SU/2620232028,1,BS. DAMKAR KABUPATEN SUMBAWA,KANTOR DINAS DAMKAR KABUPATEN SUMBAWA JALAN CENDRAWASIH NO. 158 SUMBAWA BESAR KEL BRANG BIJI,-8.47666944,117.4119556,27-Mar-23,25-Mar-28,,,,REP. DAMKAR KABUPATEN SUMBAWA,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,14643571
Land Mobile (private),Standard,"JL. HAULING SJR KM 1 DS. LEBANGKAR ,SUMBAWA,ROPANG,NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,49561,"KALIMANTAN PRIMA PERSADA, PT.",39214012024,3044475,Granted,,162.725,162.725,16,45.9794,02820362-000SU/2620242029,1,BS. KPP SUR,JL. HAULING SJR KM 1 DS. LEBANGKAR,-8.969875,117.5216778,31-Jan-24,29-Jan-29,,,,,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JALAN GARUDA NO. 1 SUMBAWA BESAR KECAMATAN SUMBAWA, SUMBAWA, SUMBAWA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,118537,SATUAN POLISI PAMONG PRAJA PEMERINTAH KABUPATEN SUMBAWA,36762102021,1181953,Granted,,161.125,166.125,16,45.9794,02490542-000SU/2620212026,1,BS. SATPOLPP PEMERINTAH KABUPATEN SUMBAWA,JALAN GARUDA NO. 1 SUMBAWA BESAR KECAMATAN SUMBAWA,-8.48972222,117.42,12-Oct-21,11-Oct-26,,,,REP. SATPOLPP PEMERINTAH KABUPATEN SUMBAWA,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,13188391
Land Mobile (private),Standard,"DESA LUNYUK ODE, KECAMATAN LUNYUK, KABUPATEN SUMBAWA, NUSA TENGGARA BARAT, SUMBAWA, LUNYUK, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,7927,"AMMAN MINERAL NUSA TENGGARA, PT",36995072022,1399790,Granted,,158.35,153.35,16,44.9794,02587593-000SU/2620222027,1,REP. RADIO  VHF  LAMPUI,"DESA LUNYUK ODE, KECAMATAN LUNYUK, KABUPATEN SUMBAWA, NUSA TENGGARA BARAT",-8.96942778,117.3029639,11-Aug-22,10-Aug-27,,,,HT. 01 - 50 - BERGERAK SEKITAR SUMBAWA,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JALAN PANGULIR KM.5 DESA RANAN KEC ROPANG,SUMBAWA,ROPANG,NUSA TENGGARA BARAT,LEBANGKAR",NUSA TENGGARA BARAT,SUMBAWA,49561,"KALIMANTAN PRIMA PERSADA, PT.",37475082024,3517018,Granted,,155.2,150.2,16,45.9794,02914888-000SU/2620242029,1,REP. KPPSJRP,JALAN PANGULIR KM.5 DESA RANAN KEC ROPANG,-8.99677778,117.5407222,9-Sep-24,8-Sep-29,,,,,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JALAN PANGULIR KM.5 DESA RANAN KEC. ROPANG LEBANGKAR,SUMBAWA,ROPANG,NUSA TENGGARA BARAT,LEBANGKAR",NUSA TENGGARA BARAT,SUMBAWA,49561,"KALIMANTAN PRIMA PERSADA, PT.",36705032025,3697498,Granted,,154.375,,16,45.9794,02956279-000SU/2620252030,1,BS. KPPSJRP2,JALAN PANGULIR KM.5 DESA RANAN KEC. ROPANG LEBANGKAR,-8.96527778,117.5452778,19-Mar-25,18-Mar-30,,,,,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"DODO, DESA LUNYUK ODE, KECAMATAN LUNYUK, KABUPATEN SUMBAWA, NUSA TENGGARA BARAT, SUMBAWA, LUNYUK, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,7927,"AMMAN MINERAL NUSA TENGGARA, PT",36991072022,1462832,Granted,,152.45,158.525,16,44.9794,02587596-000SU/2620222027,1,REP. RADIO  VHF  ELANG,"DODO, DESA LUNYUK ODE, KECAMATAN LUNYUK, KABUPATEN SUMBAWA, NUSA TENGGARA BARAT",-8.9657,117.384,11-Aug-22,10-Aug-27,,,,HT. 01 - 50 - BERGERAK SEKITAR SUMBAWA,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JALAN PANGULIR KM.5 DESA RANAN KEC. ROPANG LEBANGKAR,SUMBAWA,ROPANG,NUSA TENGGARA BARAT,LEBANGKAR",NUSA TENGGARA BARAT,SUMBAWA,49561,"KALIMANTAN PRIMA PERSADA, PT.",36312032025,3689226,Granted,,150.9,,16,45.9794,02954202-000SU/2620252030,1,BS. KPPSJRP,JALAN PANGULIR KM.5 DESA RANAN KEC. ROPANG LEBANGKAR,-8.96527778,117.5452778,7-Mar-25,6-Mar-30,,,,,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,,NUSA TENGGARA BARAT,SUMBAWA,49561,"KALIMANTAN PRIMA PERSADA, PT.",37507082024,3517363,Granted,,150.4,150.4,16,46.9794,02914885-000SU/0620242029,2,MU. 01-46 BERGERAK SEKITAR   DESA RANAN KEC ROMPA,JALAN PANGULIR KM.5 DESA RANAN KEC ROPANG,-8.96527778,117.5408333,9-Sep-24,8-Sep-29,,,,,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,,NUSA TENGGARA BARAT,SUMBAWA,49561,"KALIMANTAN PRIMA PERSADA, PT.",37504082024,3517315,Granted,,150.3,150.3,16,46.9794,02914882-000SU/0620242029,2,MU. 01-46 BERGERAK SEKITAR DESA RANAN KEC ROPANG,JALAN PANGULIR KM. 5 DESA RANAN KEC ROPANG,-8.99666667,117.5405556,9-Sep-24,8-Sep-29,,,,,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,,NUSA TENGGARA BARAT,SUMBAWA,49561,"KALIMANTAN PRIMA PERSADA, PT.",37475082024,3517018,Granted,,150.2,155.2,16,46.9794,02914889-000SU/0620242029,2,MU. 01-46 BERGERAK SEKITAR   DESA RANAN KEC ROPANG,JALAN PANGULIR KM.5 DESA RANAN KEC ROPANG,-8.99677778,117.5407222,9-Sep-24,8-Sep-29,,,,,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Aeronautical,Ground-To-Air,"JL. GARUDA NO.41 KELURAHAN LEMPEH, SUMBAWA,SUMBAWA,SUMBAWA,NUSA TENGGARA BARAT,LEMPEH",NUSA TENGGARA BARAT,SUMBAWA,112440,PERUM LPPNPI CABANG LOMBOK,133072024,1377/DU/SDPPI/2024,Granted,,122.8,,0,43.9794,,,BANDARA SULTAN MUHAMMAD KAHARUDDIN,"JL. GARUDA NO.41 KELURAHAN LEMPEH, SUMBAWA",-8.48805556,117.4141667,16-Jul-24,16-Jul-29,,,,,SUMBAWA,Balai Monitor SFR Kelas II Mataram,2. Penerbangan VHF (108 – 137 MHz),VHF,
Land Mobile (private),Standard,"BUKIT PALANING DESA SABEDO, SUMBAWA, UTAN, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,103494,"PLN (PERSERO), PT.",36287122019,840103,Granted,,359.75,364.75,16,45.9794,02233225-000SU/2620202025,4,BS. SITE_PALANING,BUKIT PALANING DESA SABEDO,-8.44011111,117.2042722,13-Jan-20,12-Jan-30,,,,REP. TCC,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11721179
Land Mobile (private),Standard,"JL. RAYA LINTAS SUMBAWA-POTATONO KM 25.KANAR, SUMBAWA, SUMBAWA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,103494,"PLN (PERSERO), PT.",36572012020,840201,Granted,,359.6,364.6,16,45.9794,02233239-000SU/2620202025,1,BS. PLTMG_SUMBAWA,JL. RAYA LINTAS SUMBAWA-POTATONO KM 25.KANAR,-8.51443889,117.4360361,13-Jan-20,12-Jan-30,,,,REP. TCC 2,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11721508
Land Mobile (private),Standard,"JL. LINTAS KERTASARI, SUMBAWA, LABUHAN BADAS, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,103494,"PLN (PERSERO), PT.",36160122019,837762,Granted,,359.35,364.35,16,45.9794,02230696-000SU/2620202024,4,BS. GI_KERTASARI 2,JL. LINTAS KERTASARI,-8.44879722,117.3358194,1-Jan-20,31-Dec-29,,,,REP. TAMBORA_2,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11708219
Land Mobile (private),Standard,"JL. LINTAS SUMBAWA.DESA ALAS DALAM, SUMBAWA, ALAS, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,103494,"PLN (PERSERO), PT.",36847012020,840877,Granted,,359.1,364.1,16,45.9794,02233935-000SU/2620202025,1,BS. ULP_ALAS,JL. LINTAS SUMBAWA.DESA ALAS DALAM,-8.51367778,116.9934833,14-Jan-20,13-Jan-30,,,,REP. DIST 2 SUMBAWA,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11725026
Land Mobile (private),Standard,"JLN RAYA BUKIT PERMAI,SEKETENG, SUMBAWA, SUMBAWA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,103494,"PLN (PERSERO), PT.",36047122019,837764,Granted,,354.95,354.95,16,45.9794,02230716-000SU/2620202024,1,BS. LINK_GI LABUHAN,"JLN RAYA BUKIT PERMAI,SEKETENG",-8.514675,117.4359694,1-Jan-20,31-Dec-29,,,,BS. GI_LABUHAN,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"JLN. PELABUHAN BALAT,KAMP PERJUK-BERTONG, SUMBAWA, ALAS BARAT, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,103494,"PLN (PERSERO), PT.",34985122019,836691,Granted,,354.85,354.85,16,45.9794,02229012-000SU/2620192024,8,BS. GI_TALIWANG 1,"JLN. PELABUHAN BALAT,KAMP PERJUK-BERTONG",-8.53980556,116.8950833,27-Dec-19,26-Dec-29,,,,BS. LINK_GI ALAS,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11703070
Land Mobile (private),Standard,"JL LINTAS SUMBAWA, ALAS, SUMBAWA BESAR, NUSA TENGGARA BARAT, SUMBAWA, RHEE, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,103494,"PLN (PERSERO), PT.",37927112020,1023948,Granted,,352.475,352.475,16,45.9794,02393794-000SU/2620202025,1,BS. 01 LINK ULP PRINGGABAYA (19),"JL LINTAS SUMBAWA, ALAS, SUMBAWA BESAR, NUSA TENGGARA BARAT",-8.40868889,117.2105806,27-Nov-20,26-Nov-30,,,,BS. 02 ULP PRINGGABAYA (19),SUMBAWA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"BUKIT BATUDULANG, BATU LANTEH, SUMBAWA, NTB, SUMBAWA, BATULANTEH, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,103494,"PLN (PERSERO), PT.",33368042020,877043,Granted,,352.45,352.45,16,45.9794,02262745-000SU/2620202025,1,19.BS. LINK_GI EMPANG,"BUKIT BATUDULANG, BATU LANTEH, SUMBAWA, NTB",-8.59521944,117.2755861,1-Apr-20,31-Mar-30,,,,19.BS. ULP_EMPANG,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"JL. LINTAS SUMBAWA-BIMA KM 41 SIMU, SUMBAWA, PLAMPANG, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,103494,"PLN (PERSERO), PT.",38727022020,849246,Granted,,352.25,352.25,16,45.9794,02241512-000SU/2620202025,1,BS. LINK_PLAMPANG,JL. LINTAS SUMBAWA-BIMA KM 41 SIMU,-8.79580278,117.7758889,5-Feb-20,4-Feb-30,,,,BS. KP_MARONGE,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"JL. LINTAS SUMBAWA- BIMA, SUMBAWA, LAPE, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,103494,"PLN (PERSERO), PT.",36950012020,841166,Granted,,352.2,352.2,16,45.9794,02234385-000SU/2620202025,1,BS. LINK_LAPE,JL. LINTAS SUMBAWA- BIMA,-8.62279722,117.5966556,15-Jan-20,14-Jan-30,,,,BS. KP_LAPE,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"BUKIT PALANING DESA SABEDO, UTAN, SUMBAWA, NTB, SUMBAWA, UTAN, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,103494,"PLN (PERSERO), PT.",31705032020,871554,Granted,,352.15,352.15,16,45.9794,02257334-000SU/2620202025,3,19.BS. SITE_ PALANING,"BUKIT PALANING DESA SABEDO, UTAN, SUMBAWA, NTB",-8.44011111,117.2042722,20-Mar-20,19-Mar-30,,,,19.BS. LINK_TIMBENUH,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11849058
Land Mobile (private),Standard,"JL. LINTAS SUMBAWA-BIMA KM 41 SIMU, SUMBAWA, MARONGE, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,103494,"PLN (PERSERO), PT.",36916012020,841162,Granted,,352.125,352.125,16,45.9794,02234356-000SU/2620202025,1,BS. LINK_MARONGE,JL. LINTAS SUMBAWA-BIMA KM 41 SIMU,-8.678075,117.7044028,15-Jan-20,14-Jan-30,,,,BS. KP_PLAMPANG,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"JL.RAYA SUMBAWA - BIMA, LAPE, SUMBAWA BESAR, NTB, SUMBAWA, LAPE, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,103494,"PLN (PERSERO), PT.",30575062019,723327,Granted,,352,357,16,45.9794,02117703-000SU/2620192024,10,BS. KJ LAPE 3,"JL.RAYA SUMBAWA - BIMA, LAPE, SUMBAWA BESAR, NTB",-8.6225,117.5966667,3-Jul-19,2-Jul-29,,,,REP. ULP EMPANG,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11324451
Land Mobile (private),Standard,"JLN. MERDEKA NO.101, SUMBAWA, LABUHAN BADAS, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,103494,"PLN (PERSERO), PT.",34408122019,826864,Granted,,351.65,356.65,16,45.9794,02220796-000SU/2620192024,1,BS. ULPLTD_UNIT EMPANG 1,JLN. MERDEKA NO.101,-8.47374722,117.3959722,8-Dec-19,7-Dec-29,,,,REP. SITE_TAMBORA,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11662836
Land Mobile (private),Standard,"JL. RAYA LINTAS SUMBAWA-POTATONO KM 25.KANAR, BADAS, SUMBAWA, NTB, SUMBAWA, SUMBAWA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,103494,"PLN (PERSERO), PT.",33056032020,875479,Granted,,351.3,356.3,16,45.9794,02261081-000SU/2620202025,2,19.BS. TCC_SUMBAWA,"JL. RAYA LINTAS SUMBAWA-POTATONO KM 25.KANAR, BADAS, SUMBAWA, NTB",-8.51443889,117.4360361,30-Mar-20,29-Mar-30,,,,19.REP. SITE_TCC 3,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11865206
Land Mobile (private),Standard,"JL. LINTAS SUMBAWA TANO DESA LUK, SUMBAWA, RHEE, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,52251,"SINARBALI BINAKARYA, PT.",31279092022,1554926,Granted,,350.2,355.2,16,54.9794,02608512-000SU/2620222027,1,BS. SINARBALI SUMBAWA,JL. LINTAS SUMBAWA TANO DESA LUK,-8.48916667,117.2763889,4-Oct-22,3-Oct-27,,,,REP. SINARBALI SUMBAWA,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,14195014
Land Mobile (private),Standard,"JL.RAYA SUMBAWA - BIMA, SUMBAWA, SUMBAWA BESAR, NTB, SUMBAWA, MOYO HULU, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,103494,"PLN (PERSERO), PT.",30594062019,727578,Granted,,350.1,355.1,16,45.98,02120034-000SU/2620192024,3,BS. KJ MOYO HULU,"JL.RAYA SUMBAWA - BIMA, SUMBAWA, SUMBAWA BESAR, NTB",-8.65416667,117.4455556,18-Jul-19,17-Jul-29,,,,REP. SAMAWA REA,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11343810
Land Mobile (private),Standard,"JL.RAYA SUMBAWA - BIMA, SUMBAWA, SUMBAWA BESAR, NTB, SUMBAWA, SUMBAWA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,103494,"PLN (PERSERO), PT.",30475062019,719145,Granted,,350.05,355.05,16,45.9794,02115724-000SU/2620192024,3,BS. ULP SAMAWA REA,"JL.RAYA SUMBAWA - BIMA, SUMBAWA, SUMBAWA BESAR, NTB",-8.49916667,117.4263889,27-Jun-19,26-Jun-29,,,,REP. DIST SUMBAWA,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11312049
Land Mobile (private),Standard,"JALAN GARUDA, SUMBAWA, LABUHAN BADAS, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,2602,DIREKTORAT JENDERAL BEA DAN CUKAI,31218072021,1132009,Granted,,362.1,367.1,12.5,56.44068,02463648-000SU/2620212026,2,REP. KPPBC TMP C SUMBAWA,JALAN GARUDA,-8.47298333,117.4033667,3-Jul-21,2-Jul-26,,,,BS-1. KPPBC TMP C SUMBAWA,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"JALAN BUKIT DESA BATU DULANG KECAMATAN BATU LANTE, SUMBAWA, BATULANTEH, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,118537,SATUAN POLISI PAMONG PRAJA PEMERINTAH KABUPATEN SUMBAWA,36762102021,1181953,Granted,,166.125,161.125,16,48.0206,02490543-000SU/2620212026,2,REP. SATPOLPP PEMERINTAH KABUPATEN SUMBAWA,JALAN BUKIT DESA BATU DULANG KECAMATAN BATU LANTE,-8.59527778,117.2755556,12-Oct-21,11-Oct-26,,,,BS. SATPOLPP PEMERINTAH KABUPATEN SUMBAWA,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JALAN PANGULIR KM.5 DESA RANAN KEC. ROPANG LEBANGKAR,SUMBAWA,ROPANG,NUSA TENGGARA BARAT,LEBANGKAR",NUSA TENGGARA BARAT,SUMBAWA,49561,"KALIMANTAN PRIMA PERSADA, PT.",36705032025,3697498,Granted,,159.375,,16,48.0206,02956278-000SU/2620252030,2,REP. KPPSJRP2,JALAN PANGULIR KM.5 DESA RANAN KEC. ROPANG LEBANGKAR,-8.96527778,117.5452778,19-Mar-25,18-Mar-30,,,,,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"DESA RANAN, ROPANG, SUMBAWA, NUSA TENGGARA BARAT, SUMBAWA, ROPANG, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,7927,"AMMAN MINERAL NUSA TENGGARA, PT",36993072022,1397039,Granted,,158.475,153.475,16,47.0206,02587599-000SU/2620222027,1,REP. RADIO  VHF  RINTI,"DESA RANAN, ROPANG, SUMBAWA, NUSA TENGGARA BARAT",-8.88187222,117.5903417,11-Aug-22,10-Aug-27,,,,HT. 01 - 50 - BERGERAK SEKITAR SUMBAWA,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JALAN PANGULIR KM.5 DESA RANAN KEC. ROPANG LEBANGKAR,SUMBAWA,ROPANG,NUSA TENGGARA BARAT,LEBANGKAR",NUSA TENGGARA BARAT,SUMBAWA,49561,"KALIMANTAN PRIMA PERSADA, PT.",36312032025,3689226,Granted,,151.9,,16,48.0206,02954201-000SU/2620252030,2,REP. KPPSJRP,JALAN PANGULIR KM.5 DESA RANAN KEC. ROPANG LEBANGKAR,-8.96527778,117.5452778,7-Mar-25,6-Mar-30,,,,,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"BUKIT BATUDULANG, SUMBAWA, BATULANTEH, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,SUMBAWA,103494,"PLN (PERSERO), PT.",36287122019,840103,Granted,,364.75,359.75,16,48.0206,02233226-000SU/2620202025,5,REP. TCC,BUKIT BATUDULANG,-8.59521944,117.2755861,13-Jan-20,12-Jan-30,,,,HT. 01 - 36 BERGERAK SEKITAR REP. TCC,SUMBAWA,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
